model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
bert-base-multilingual-cased,de_gsd,FullyScrambled,0.0025,0.02,0.2325,0.0875,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,FullyScrambled+Lemma,0.0025,0.0125,0.23,0.1125,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,HeadScrambled,0.0825,0.1625,0.1,0.095,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,Original,0.1575,0.28,0.045,0.055,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,Original+Lemma,0.0825,0.155,0.1025,0.0725,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,PartiallyScrambled,0.1025,0.1825,0.08,0.0525,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,de_gsd,PartiallyScrambled+Lemma,0.05,0.0925,0.105,0.0925,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,FullyScrambled,0.00821917808219178,0.019178082191780823,0.2602739726027397,0.13972602739726028,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,FullyScrambled+Lemma,0.008174386920980926,0.02452316076294278,0.22615803814713897,0.18256130790190736,367,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,HeadScrambled,0.06027397260273973,0.13150684931506848,0.13972602739726028,0.1589041095890411,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,Original,0.2054794520547945,0.3972602739726027,0.04657534246575343,0.08767123287671233,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,Original+Lemma,0.12534059945504086,0.29155313351498635,0.0681198910081744,0.1307901907356948,367,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,PartiallyScrambled,0.1095890410958904,0.2328767123287671,0.09863013698630137,0.12876712328767123,365,123,bert-base-multilingual-cased
bert-base-multilingual-cased,en_ewt,PartiallyScrambled+Lemma,0.05994550408719346,0.1771117166212534,0.08446866485013624,0.18528610354223432,367,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,FullyScrambled,0.002506265664160401,0.03007518796992481,0.17543859649122806,0.19799498746867167,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,FullyScrambled+Lemma,0.010025062656641603,0.03508771929824561,0.19047619047619047,0.23558897243107768,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,HeadScrambled,0.07518796992481203,0.17293233082706766,0.09022556390977443,0.14786967418546365,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original,0.2506265664160401,0.42105263157894735,0.042606516290726815,0.08270676691729323,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original+Lemma,0.17293233082706766,0.2731829573934837,0.03508771929824561,0.10275689223057644,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled,0.15288220551378445,0.2731829573934837,0.07769423558897243,0.12531328320802004,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled+Lemma,0.09273182957393483,0.16791979949874686,0.07518796992481203,0.14536340852130325,399,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled,0.0,0.012690355329949238,0.1649746192893401,0.050761421319796954,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled+Lemma,0.007594936708860759,0.017721518987341773,0.17974683544303796,0.04050632911392405,395,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,HeadScrambled,0.06345177664974619,0.1116751269035533,0.09390862944162437,0.0583756345177665,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original,0.23096446700507614,0.39593908629441626,0.025380710659898477,0.025380710659898477,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original+Lemma,0.09367088607594937,0.15443037974683543,0.04050632911392405,0.04556962025316456,395,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled,0.10406091370558376,0.1700507614213198,0.0583756345177665,0.05583756345177665,394,123,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled+Lemma,0.043037974683544304,0.09873417721518987,0.07848101265822785,0.0759493670886076,395,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled,0.0027548209366391185,0.005509641873278237,0.14600550964187328,0.024793388429752067,363,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled+Lemma,0.0027548209366391185,0.008264462809917356,0.256198347107438,0.049586776859504134,363,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,HeadScrambled,0.0027548209366391185,0.011019283746556474,0.09366391184573003,0.03581267217630854,363,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original,0.02203856749311295,0.05234159779614325,0.0743801652892562,0.030303030303030304,363,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original+Lemma,0.013774104683195593,0.04132231404958678,0.15151515151515152,0.05234159779614325,363,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled,0.0,0.025,0.09375,0.03125,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled+Lemma,0.00625,0.025,0.16875,0.0875,160,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled,0.0175,0.045,0.105,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled+Lemma,0.0175,0.0475,0.1075,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,HeadScrambled,0.1225,0.26,0.0425,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original,0.3825,0.58,0.02,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original+Lemma,0.3775,0.575,0.0175,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.185,0.3,0.0225,0.0,400,123,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.1825,0.2925,0.0225,0.0,400,123,bert-base-multilingual-cased
