model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
xlm-roberta-base,de_gsd,FullyScrambled,0.0075,0.0275,0.14,0.1275,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,FullyScrambled+Lemma,0.005,0.015,0.155,0.15,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,HeadScrambled,0.1225,0.2725,0.08,0.09,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,Original,0.2875,0.5025,0.11,0.04,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,Original+Lemma,0.1075,0.2425,0.1225,0.06,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,PartiallyScrambled,0.17,0.3125,0.1475,0.065,400,456,xlm-roberta-base
xlm-roberta-base,de_gsd,PartiallyScrambled+Lemma,0.075,0.1675,0.145,0.08,400,456,xlm-roberta-base
xlm-roberta-base,en_ewt,FullyScrambled,0.016304347826086956,0.03804347826086957,0.15760869565217392,0.19293478260869565,368,456,xlm-roberta-base
xlm-roberta-base,en_ewt,FullyScrambled+Lemma,0.010810810810810811,0.043243243243243246,0.13783783783783785,0.22702702702702704,370,456,xlm-roberta-base
xlm-roberta-base,en_ewt,HeadScrambled,0.09239130434782608,0.18206521739130435,0.10326086956521739,0.12228260869565218,368,456,xlm-roberta-base
xlm-roberta-base,en_ewt,Original,0.32065217391304346,0.483695652173913,0.08152173913043478,0.051630434782608696,368,456,xlm-roberta-base
xlm-roberta-base,en_ewt,Original+Lemma,0.24594594594594596,0.4,0.0918918918918919,0.08378378378378379,370,456,xlm-roberta-base
xlm-roberta-base,en_ewt,PartiallyScrambled,0.20380434782608695,0.28532608695652173,0.09510869565217392,0.08967391304347826,368,456,xlm-roberta-base
xlm-roberta-base,en_ewt,PartiallyScrambled+Lemma,0.13243243243243244,0.24324324324324326,0.0972972972972973,0.12702702702702703,370,456,xlm-roberta-base
xlm-roberta-base,es_ancora,FullyScrambled,0.005012531328320802,0.02756892230576441,0.14285714285714285,0.2631578947368421,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,FullyScrambled+Lemma,0.002506265664160401,0.03508771929824561,0.13533834586466165,0.3333333333333333,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,HeadScrambled,0.08771929824561403,0.18295739348370926,0.09774436090225563,0.12280701754385964,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,Original,0.3583959899749373,0.5213032581453634,0.05263157894736842,0.05513784461152882,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,Original+Lemma,0.20551378446115287,0.3433583959899749,0.06015037593984962,0.08521303258145363,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,PartiallyScrambled,0.16791979949874686,0.2606516290726817,0.08270676691729323,0.11779448621553884,399,456,xlm-roberta-base
xlm-roberta-base,es_ancora,PartiallyScrambled+Lemma,0.09774436090225563,0.19799498746867167,0.07268170426065163,0.17293233082706766,399,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,FullyScrambled,0.005050505050505051,0.020202020202020204,0.23484848484848486,0.09090909090909091,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,FullyScrambled+Lemma,0.0,0.005050505050505051,0.23737373737373738,0.11616161616161616,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,HeadScrambled,0.10353535353535354,0.17929292929292928,0.16666666666666666,0.06060606060606061,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,Original,0.33080808080808083,0.44696969696969696,0.050505050505050504,0.017676767676767676,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,Original+Lemma,0.10858585858585859,0.19696969696969696,0.07575757575757576,0.05808080808080808,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,PartiallyScrambled,0.1414141414141414,0.23232323232323232,0.10606060606060606,0.05303030303030303,396,456,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,PartiallyScrambled+Lemma,0.05303030303030303,0.1111111111111111,0.13383838383838384,0.08838383838383838,396,456,xlm-roberta-base
xlm-roberta-base,tr_imst,FullyScrambled,0.0027548209366391185,0.02203856749311295,0.39118457300275483,0.03581267217630854,363,456,xlm-roberta-base
xlm-roberta-base,tr_imst,FullyScrambled+Lemma,0.0,0.01928374655647383,0.3085399449035813,0.06060606060606061,363,456,xlm-roberta-base
xlm-roberta-base,tr_imst,HeadScrambled,0.027548209366391185,0.06060606060606061,0.34710743801652894,0.030303030303030304,363,456,xlm-roberta-base
xlm-roberta-base,tr_imst,Original,0.09090909090909091,0.1652892561983471,0.3415977961432507,0.01928374655647383,363,456,xlm-roberta-base
xlm-roberta-base,tr_imst,Original+Lemma,0.024793388429752067,0.046831955922865015,0.38016528925619836,0.046831955922865015,363,456,xlm-roberta-base
xlm-roberta-base,tr_imst,PartiallyScrambled,0.03289473684210526,0.06578947368421052,0.2894736842105263,0.05921052631578947,152,456,xlm-roberta-base
xlm-roberta-base,tr_imst,PartiallyScrambled+Lemma,0.013157894736842105,0.046052631578947366,0.28289473684210525,0.1118421052631579,152,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,FullyScrambled,0.0175,0.0575,0.0525,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,FullyScrambled+Lemma,0.0175,0.0625,0.05,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,HeadScrambled,0.1225,0.21,0.01,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,Original,0.3125,0.5025,0.0,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,Original+Lemma,0.305,0.4975,0.0,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,PartiallyScrambled,0.1375,0.2975,0.0075,0.0,400,456,xlm-roberta-base
xlm-roberta-base,zh_gsd,PartiallyScrambled+Lemma,0.1375,0.295,0.0075,0.0,400,456,xlm-roberta-base
